57;1804.00;9.50;1373.00;big
58;2265.00;9.50;1217.00;big
58;2355.00;9.50;1102.00;big
59;2087.00;9.50;1016.00;big
59;2001.00;9.50;1178.00;big
60;3782.00;9.50;573.00;big
60;3854.00;9.50;788.00;big
61;2491.00;9.50;890.00;big
61;2296.00;9.50;936.00;big
62;2696.00;9.50;645.00;big
62;2874.00;9.50;468.00;big
63;1607.00;9.50;117.00;big
63;1781.00;9.50;141.00;big
64;1973.00;9.50;142.00;big
64;2198.00;9.50;158.00;big
64;2429.00;9.50;134.00;small
65;3300.00;9.50;122.00;big
65;2991.00;9.50;169.00;big
66;2210.00;9.50;441.00;big
66;2433.00;9.50;602.00;big
67;2649.00;9.50;213.00;big
67;2853.00;9.50;164.00;big
68;2874.00;9.50;1380.00;big
68;2795.00;9.50;1327.00;big
69;3317.00;11.05;1293.00;big
69;3228.00;9.50;1271.00;big
70;3618.00;9.50;1408.00;small
70;3599.00;9.50;1495.00;small
71;4264.00;9.50;634.00;big
71;4072.00;9.50;593.00;big
72;4474.00;9.50;717.00;big
72;4348.00;9.50;802.00;big
73;4412.00;9.50;862.00;big
73;4410.00;9.50;818.00;big
74;4184.00;9.50;157.00;big
74;4117.00;9.50;352.00;big
75;4634.00;9.50;983.00;big
75;4532.00;9.50;832.00;big
76;4690.00;13.30;1105.00;big
76;4818.00;9.50;1181.00;big
77;4712.00;9.50;1255.00;small
77;4725.00;9.50;1353.00;small
78;4879.00;9.50;1001.00;big
78;4871.00;9.50;853.00;big
79;4908.00;9.50;1384.00;big
79;5006.00;9.50;1535.00;big
80;4703.00;9.50;775.00;big
80;4689.00;9.50;862.00;big
81;5236.00;9.50;419.00;big
81;5096.00;9.50;483.00;big
82;4995.00;9.50;546.00;small
82;4959.00;9.50;465.00;small
83;5421.00;9.50;424.00;big
83;5280.00;9.50;584.00;big
84;4950.00;9.50;758.00;big
84;5203.00;9.57;802.00;big
84;5168.00;10.62;631.00;big
84;5043.00;9.50;828.00;big
85;3617.00;9.50;233.00;big
85;3870.00;9.50;264.00;big
86;5196.00;9.50;161.00;big
86;5435.00;9.50;137.00;big
87;5096.00;9.50;1528.00;big
87;5132.00;9.50;1719.00;big
88;116.00;9.50;1941.00;big
88;5500.00;9.50;1794.00;big
89;829.00;9.50;1592.00;small
89;901.00;9.50;1430.00;small
90;5058.00;9.50;1356.00;big
90;4942.00;9.50;1246.00;big
91;4883.00;9.50;607.00;big
91;4824.00;9.50;563.00;big
92;4634.00;9.50;457.00;big
92;4734.00;9.50;513.00;big
93;4677.00;14.18;670.00;big
93;4773.00;9.50;682.00;big
94;5127.00;9.50;985.00;big
94;5024.00;9.50;1123.00;big
95;48.00;9.50;1249.00;big
95;5475.00;9.50;1241.00;big
96;11.00;9.50;1590.00;big
96;5448.00;9.50;1564.00;big
97;5452.00;10.38;810.00;big
97;78.00;9.50;734.00;big
98;4744.00;9.50;132.00;big
98;4923.00;9.50;105.00;big
99;4485.00;9.50;196.00;big
99;4461.00;9.50;480.00;big
100;3535.00;9.50;909.00;small
100;3366.00;9.50;1126.00;small
101;4106.00;9.50;874.00;big
101;4253.00;9.50;916.00;big
102;3599.00;9.50;760.00;big
102;3499.00;9.50;580.00;big
103;3457.00;9.50;417.00;small
103;3381.00;9.50;308.00;small
104;3735.00;9.50;946.00;big
104;3849.00;9.50;1027.00;big
105;272.00;9.50;1226.00;big
105;432.00;10.78;1071.00;big
106;1284.00;9.50;1155.00;big
106;1054.00;9.50;1305.00;big
107;1439.00;9.50;1059.00;small
107;1515.00;9.50;983.00;small
108;1564.00;9.50;325.00;big
108;1610.00;9.50;558.00;big
109;1507.00;9.50;707.00;big
109;1450.00;9.50;846.00;big
110;1198.00;9.50;978.00;big
110;1173.00;9.50;754.00;big
111;892.00;9.50;1111.00;big
111;688.00;9.50;1199.00;big
112;266.00;9.50;167.00;big
112;672.00;9.50;184.00;big
113;824.00;9.50;521.00;big
113;665.00;9.50;397.00;big
114;642.00;9.50;1750.00;big
114;342.00;9.50;1794.00;big
115;748.00;9.50;1535.00;big
115;578.00;9.50;1512.00;big
116;3565.00;15.53;1286.00;big
116;3600.00;13.23;1294.00;big
116;3613.00;16.60;1250.00;big
116;3652.00;16.27;1249.00;big
117;1599.00;12.07;1606.00;small
117;1567.00;9.80;1520.00;small
118;907.00;13.28;1722.00;big
119;1272.00;10.50;1464.00;big
120;1282.00;10.90;1709.00;big
120;1338.00;10.18;1598.00;big
121;1569.00;10.70;1690.00;big
121;1686.00;11.12;1727.00;big
122;783.00;12.70;2043.00;big
123;1238.00;13.70;1248.00;small
123;1249.00;12.95;1308.00;small
124;1603.00;17.00;951.00;big
124;1702.00;14.05;1075.00;big
125;2131.00;10.65;581.00;small
125;2053.00;11.25;570.00;small
125;2119.00;11.60;651.00;big
126;2815.00;14.88;1293.00;small
126;2880.00;10.32;1306.00;small
126;2954.00;10.90;1295.00;small
127;3040.00;10.80;1162.00;small
127;3210.00;10.40;1142.00;small
127;2961.00;10.80;982.00;small
127;2938.00;10.03;1224.00;small
127;2799.00;9.50;1172.00;small
127;2671.00;10.60;1062.00;small
128;3324.00;9.95;1121.00;big
128;3285.00;9.80;1210.00;small
129;3418.00;14.43;1374.00;big
129;3292.00;13.00;1365.00;big
130;3325.00;9.70;1514.00;big
130;3395.00;9.88;1559.00;big
130;3263.00;10.12;1576.00;big
130;3323.00;9.80;1584.00;small
131;3274.00;9.80;1650.00;big
131;3334.00;10.00;1666.00;big
132;3353.00;9.90;1752.00;big
132;3276.00;9.70;1755.00;big
133;3391.00;10.57;1623.00;big
133;3485.00;9.85;1675.00;big
133;3420.00;9.80;1716.00;big
134;3532.00;11.25;1400.00;small
134;3474.00;12.90;1435.00;small
135;3439.00;9.73;1501.00;big
135;3515.00;10.20;1499.00;big
136;4056.00;10.20;1575.00;big
136;3814.00;9.85;1620.00;big
136;3928.00;10.10;1574.00;big
137;3609.00;9.70;1625.00;big
137;3618.00;9.60;1546.00;big
137;3535.00;10.60;1583.00;big
137;3475.00;9.95;1572.00;big
138;3731.00;10.62;1642.00;small
138;3721.00;12.43;1728.00;small
139;3249.00;14.55;262.00;big
139;3142.00;12.40;219.00;big
140;2938.00;10.85;854.00;big
140;2708.00;10.95;922.00;big
140;2818.00;10.60;874.00;big
141;4275.00;12.85;1164.00;big
141;4246.00;10.60;1130.00;big
142;4470.00;11.62;969.00;big
142;4435.00;12.10;1037.00;big
143;4618.00;9.73;1372.00;big
143;4643.00;11.62;1323.00;big
144;4441.00;14.90;1321.00;big
144;4352.00;13.20;1404.00;big
145;4026.00;12.85;1357.00;big
145;4202.00;18.48;1368.00;big
146;4148.00;22.43;1184.00;big
146;4103.00;22.58;1265.00;big
146;4230.00;21.80;1221.00;big
147;4231.00;10.90;2023.00;big
147;4487.00;10.90;2024.00;big
148;4972.00;12.45;1558.00;big
148;4900.00;11.35;1483.00;big
149;4403.00;10.80;1698.00;big
149;4513.00;10.40;1813.00;big
150;3395.00;10.50;1819.00;big
150;3478.00;10.40;1857.00;big
150;3479.00;10.20;1777.00;big
151;3994.00;10.15;1809.00;big
151;4039.00;9.85;1702.00;big
151;4128.00;9.80;1744.00;big
152;4341.00;14.18;1502.00;big
152;4576.00;12.30;1532.00;big
152;4463.00;15.68;1500.00;big
153;4027.00;14.98;1210.00;big
153;4078.00;10.00;1140.00;big
154;4882.00;11.28;1273.00;big
154;4991.00;12.10;1347.00;big
155;4726.00;12.73;1402.00;big
155;4656.00;12.73;1417.00;big
155;4715.00;12.55;1459.00;big
156;4945.00;9.82;234.00;small
156;4684.00;10.40;256.00;small
157;5566.00;11.55;226.00;big
157;5475.00;12.55;126.00;big
158;4698.00;10.38;575.00;small
158;4525.00;12.10;598.00;small
159;4561.00;10.45;705.00;big
159;4630.00;9.90;773.00;big
160;4748.00;10.78;841.00;big
160;4699.00;10.50;967.00;big
161;2542.00;10.90;1975.00;small
161;2479.00;10.53;1946.00;small
162;3842.00;17.23;1298.00;big
162;3893.00;12.65;1313.00;big
163;1875.00;10.30;868.00;big
163;1772.00;10.30;907.00;big
163;1788.00;9.80;807.00;big
164;4673.00;11.03;1178.00;big
164;4618.00;10.40;1145.00;big
165;4482.00;12.28;1152.00;big
165;4559.00;9.93;1157.00;big
166;1525.00;9.50;1943.00;big
166;1485.00;9.50;2035.00;big
167;4932.00;11.78;664.00;big
167;5027.00;12.98;619.00;big
167;5106.00;15.65;580.00;big
168;3036.00;9.50;1447.00;small
169;2950.00;12.55;1399.00;big
170;1601.00;9.50;1376.00;big
170;1463.00;9.50;1359.00;big
171;717.00;9.50;1901.00;small
171;387.00;9.50;1965.00;small
172;273.00;9.50;759.00;big
172;439.00;9.50;793.00;big
173;2865.00;9.50;1765.00;small
173;2923.00;9.50;1701.00;small
174;2882.00;9.50;1811.00;small
174;2955.00;9.50;1985.00;small
175;660.00;9.50;778.00;big
175;892.00;9.50;801.00;big
176;113.00;9.50;1550.00;big
176;348.00;9.50;1491.00;big
177;5242.00;9.50;1421.00;big
177;5193.00;9.50;1248.00;big
178;109.00;10.18;494.00;big
178;5579.00;9.75;427.00;big
179;461.00;11.62;430.00;big
179;329.00;9.50;509.00;big
180;5594.00;9.50;1011.00;big
180;129.00;9.50;932.00;big
181;3518.00;12.32;405.00;big
182;2746.00;12.53;1284.00;small
182;2629.00;12.28;1166.00;small
182;2701.00;16.85;1234.00;small
183;3105.00;10.57;866.00;big
184;3021.00;15.35;840.00;big
184;2969.00;12.78;739.00;big
185;3375.00;11.20;456.00;big
186;4784.00;13.80;1391.00;small
186;4804.00;12.10;1324.00;small
187;4435.00;9.70;660.00;small
187;4377.00;9.90;724.00;small
188;4359.00;11.05;845.00;small
188;4400.00;10.07;768.00;small
190;3965.00;11.60;1247.00;big
190;3909.00;13.75;1218.00;big
191;3187.00;11.55;2047.00;small
191;3048.00;9.50;1980.00;small
192;3043.00;11.38;1879.00;big
192;3041.00;10.80;1827.00;big
193;4887.00;10.20;497.00;small
193;4762.00;9.65;447.00;small
194;5081.00;10.05;195.00;small
194;5078.00;10.30;372.00;small
195;4758.00;10.60;345.00;small
195;4930.00;9.50;343.00;small
196;3536.00;11.18;1139.00;small
196;3513.00;11.65;1096.00;small
197;1725.00;10.10;1714.00;small
197;1647.00;11.53;1657.00;small
198;1459.00;10.53;1637.00;big
199;1073.00;14.45;1711.00;big
200;4276.00;20.90;1311.00;big
200;4374.00;13.40;1318.00;big
201;1688.00;20.93;678.00;small
201;1629.00;9.95;833.00;small
202;3215.00;9.50;1336.00;small
203;3609.00;9.50;1149.00;small
204;1175.00;15.60;1355.00;small
204;1060.00;9.88;1417.00;small
205;1400.00;9.90;1206.00;small
205;1321.00;10.07;1201.00;small
206;3071.00;9.50;1713.00;small
207;2988.00;9.50;1712.00;small
208;2807.00;10.00;1564.00;big
208;2788.00;9.70;1526.00;big
209;2728.00;12.10;1419.00;big
209;2684.00;14.00;1418.00;big
210;2758.00;11.93;1355.00;big
210;2703.00;11.15;1356.00;big
211;1504.00;9.80;1453.00;small
211;1390.00;10.30;1476.00;big
212;1303.00;10.70;1902.00;big
213;1774.00;9.80;1732.00;big
213;1811.00;9.70;1714.00;big
214;1531.00;11.20;1562.00;big
214;1470.00;11.05;1546.00;big
215;3074.00;14.12;342.00;big
216;3298.00;10.60;953.00;big
217;3356.00;14.23;724.00;big
217;3362.00;12.32;622.00;big
218;959.00;13.10;1527.00;big
218;904.00;9.70;1599.00;small
219;1063.00;16.45;1559.00;big
219;1164.00;17.00;1540.00;small
220;1849.00;11.00;1891.00;big
220;1798.00;10.93;1826.00;big
220;1935.00;9.57;1762.00;big
221;1108.00;11.20;1888.00;big
222;1028.00;9.50;2068.00;big
222;1184.00;9.50;2039.00;big
223;3259.00;13.23;492.00;big
223;3231.00;12.10;349.00;big
224;3056.00;14.03;514.00;big
225;3094.00;10.12;1206.00;small
225;3149.00;11.12;1238.00;small
225;3020.00;10.20;1231.00;small
226;2570.00;10.85;935.00;small
226;2616.00;10.07;861.00;big
227;3198.00;10.70;754.00;big
227;3260.00;9.50;680.00;big
227;3263.00;12.12;753.00;big
228;4494.00;13.00;913.00;big
228;4440.00;9.70;894.00;big
229;4361.00;9.70;988.00;big
229;4394.00;10.38;947.00;big
230;4025.00;12.10;936.00;big
230;4023.00;9.98;869.00;big
231;4119.00;14.00;1040.00;big
231;4043.00;10.10;1059.00;big
232;3354.00;10.75;1223.00;small
232;3370.00;11.28;1283.00;big
233;1669.00;9.50;1921.00;big
233;1633.00;10.30;1749.00;big
234;1521.00;11.30;1757.00;big
234;1408.00;10.50;1812.00;big
235;815.00;13.40;1888.00;big
235;899.00;14.75;1812.00;big
236;3508.00;15.65;943.00;big
236;3494.00;14.38;1006.00;small
236;3442.00;13.95;1060.00;small
236;3583.00;12.30;967.00;small
237;3417.00;12.57;1152.00;big
238;3653.00;9.80;1092.00;big
239;3527.00;13.38;1349.00;big
239;3602.00;15.32;1321.00;big
240;3563.00;9.70;1229.00;big
240;3543.00;12.80;1283.00;big
241;3722.00;12.43;1314.00;big
241;3658.00;12.23;1287.00;big
242;4784.00;12.43;1531.00;big
242;4693.00;11.45;1573.00;big
243;4850.00;14.48;1490.00;big
243;4784.00;11.88;1444.00;big
244;4583.00;13.82;1423.00;big
244;4640.00;12.60;1483.00;big
245;4513.00;13.78;1324.00;big
245;4560.00;14.30;1358.00;big
246;4533.00;11.88;1228.00;big
246;4455.00;10.20;1221.00;big
247;4653.00;9.70;1241.00;big
247;4578.00;10.98;1279.00;big
248;4508.00;9.95;1083.00;big
248;4577.00;9.82;1096.00;big
249;4379.00;15.55;1151.00;big
249;4411.00;13.53;1096.00;big
250;4306.00;20.83;1209.00;big
250;4403.00;20.40;1234.00;big
251;4012.00;21.05;1283.00;big
251;3937.00;14.80;1294.00;big
252;4225.00;13.25;1456.00;big
252;4128.00;10.65;1472.00;big
254;3990.00;10.80;1099.00;big
254;3956.00;10.25;1165.00;big
255;4905.00;12.60;1616.00;big
255;4804.00;10.78;1657.00;big
256;4493.00;16.18;1608.00;big
256;4606.00;11.70;1683.00;big
257;50.00;9.80;2120.00;big
257;5391.00;10.45;1867.00;big
258;4919.00;11.82;1734.00;big
258;5195.00;11.75;1848.00;big
259;4867.00;10.90;2024.00;big
259;5191.00;9.75;2085.00;big
260;4767.00;12.10;1797.00;big
260;4695.00;9.90;2033.00;big
261;4180.00;11.10;1664.00;big
261;4100.00;9.93;1638.00;big
262;4326.00;11.20;1802.00;big
262;4229.00;10.40;1735.00;big
263;3857.00;10.05;1950.00;big
263;3993.00;9.75;1936.00;big
264;3694.00;10.30;1966.00;big
264;3585.00;10.53;1841.00;big
265;3317.00;9.80;1911.00;big
265;3333.00;9.80;1845.00;big
266;4251.00;13.03;1547.00;big
266;4322.00;13.95;1613.00;big
267;3682.00;9.80;1446.00;big
267;3762.00;9.80;1366.00;big
268;3976.00;12.25;1426.00;big
268;4038.00;10.70;1498.00;big
269;3898.00;17.02;1362.00;big
269;3837.00;11.55;1386.00;big
270;3847.00;10.60;1454.00;big
270;3722.00;9.85;1555.00;big
271;3165.00;11.18;626.00;big
271;3217.00;13.10;549.00;big
272;3119.00;10.70;728.00;big
272;3059.00;11.12;646.00;big
273;3410.00;13.80;954.00;big
273;3447.00;10.95;910.00;big
274;3491.00;10.98;777.00;big
274;3539.00;11.10;861.00;big
275;2974.00;9.50;1685.00;big
275;2949.00;10.25;1710.00;big
276;3092.00;10.98;1927.00;big
276;3128.00;11.68;1971.00;big
277;3221.00;10.40;1930.00;big
277;3234.00;10.85;2010.00;big
278;3171.00;9.80;1872.00;big
278;3196.00;10.32;1832.00;big
278;3160.00;9.65;1820.00;small
279;3125.00;9.50;1840.00;big
279;3168.00;9.50;1922.00;big
280;1863.00;9.78;987.00;big
281;1892.00;10.40;545.00;big
282;1926.00;9.82;398.00;big
282;2003.00;12.32;489.00;big
283;1752.00;12.75;266.00;big
283;1716.00;10.95;162.00;big
284;1710.00;10.93;378.00;big
284;1749.00;20.45;527.00;big
285;2043.00;10.05;794.00;big
285;2051.00;9.80;877.00;big
286;2223.00;11.10;807.00;small
286;2147.00;11.65;740.00;big
287;1787.00;10.43;666.00;big
288;1980.00;10.60;689.00;big
289;3788.00;12.38;1269.00;big
289;3841.00;12.25;1239.00;big
290;4135.00;10.32;1126.00;big
290;4195.00;9.85;1097.00;big
291;3851.00;14.62;1184.00;big
291;3814.00;12.32;1154.00;big
292;4337.00;12.23;1048.00;big
292;4332.00;12.15;1093.00;big
293;4332.00;9.90;991.00;big
293;4347.00;9.50;916.00;big
294;4272.00;9.70;1034.00;big
294;4298.00;10.80;989.00;big
295;4287.00;11.73;1062.00;big
295;4313.00;10.35;1134.00;big
296;3922.00;10.05;1087.00;big
296;3882.00;9.70;1130.00;big
297;3726.00;12.45;1160.00;big
297;3723.00;10.95;1243.00;big
298;3692.00;11.35;1165.00;big
298;3626.00;13.95;1201.00;big
299;1541.00;9.50;2239.00;big
299;1153.00;10.05;2184.00;big
300;3674.00;9.65;2200.00;big
300;1021.00;9.50;2228.00;big
301;4351.00;9.70;40.00;big
301;1593.00;10.40;20.00;big
